            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2527284.877083333, A.D. 2207-May-16 09:03:00.0000,  2.316666678046271E+08,  2.094119224922091E+08, -5.931511381325900E+07,
2527650.877083333, A.D. 2208-May-16 09:03:00.0000,  2.273128884200177E+08,  2.121293937394137E+08, -5.879069674973159E+07,
2528015.877083333, A.D. 2209-May-16 09:03:00.0000,  2.268075353509318E+08,  2.122271969479664E+08, -5.860808914577454E+07,
2528380.877083333, A.D. 2210-May-16 09:03:00.0000,  2.263430081093782E+08,  2.123036449071724E+08, -5.842500111965297E+07,
2528745.877083333, A.D. 2211-May-16 09:03:00.0000,  2.258643968214110E+08,  2.123934272173990E+08, -5.823707315023687E+07,
2529111.877083333, A.D. 2212-May-16 09:03:00.0000,  2.214259508482980E+08,  2.150026391271384E+08, -5.766628449402793E+07,
2529476.877083333, A.D. 2213-May-16 09:03:00.0000,  2.208812004356986E+08,  2.151118043668882E+08, -5.745304900424370E+07,
2529841.877083333, A.D. 2214-May-16 09:03:00.0000,  2.202722057979175E+08,  2.152166925633980E+08, -5.723332791580537E+07,
2530206.877083333, A.D. 2215-May-16 09:03:00.0000,  2.196734189422508E+08,  2.152862096448328E+08, -5.701019817032632E+07,
2530572.877083333, A.D. 2216-May-16 09:03:00.0000,  2.150117845242863E+08,  2.178511198759553E+08, -5.636380811427107E+07,
2530937.877083333, A.D. 2217-May-16 09:03:00.0000,  2.143176832164319E+08,  2.179373306919427E+08, -5.612056164771469E+07,
2531302.877083333, A.D. 2218-May-16 09:03:00.0000,  2.136242657646706E+08,  2.180317527016826E+08, -5.586772746755730E+07,
2531667.877083333, A.D. 2219-May-16 09:03:00.0000,  2.128595865017889E+08,  2.181512338687396E+08, -5.560029139789619E+07,
2532033.877083333, A.D. 2220-May-16 09:03:00.0000,  2.079393648748914E+08,  2.206284510120160E+08, -5.486479168920566E+07,
2532398.877083333, A.D. 2221-May-16 09:03:00.0000,  2.071257876590212E+08,  2.207028350206364E+08, -5.457513202926288E+07,
2532763.877083333, A.D. 2222-May-16 09:03:00.0000,  2.062864746785105E+08,  2.207756683975214E+08, -5.428435224370378E+07,
2533128.877083333, A.D. 2223-May-16 09:03:00.0000,  2.054806564108989E+08,  2.208121290195057E+08, -5.399171226867599E+07,
2533494.877083333, A.D. 2224-May-16 09:03:00.0000,  2.004051891618905E+08,  2.232079396873546E+08, -5.318079917636297E+07,
2533859.877083333, A.D. 2225-May-16 09:03:00.0000,  1.994144212380661E+08,  2.232717623898787E+08, -5.283690414513580E+07,
2534224.877083333, A.D. 2226-May-16 09:03:00.0000,  1.984228563194989E+08,  2.233071092955028E+08, -5.248865589290993E+07,
2534589.877083333, A.D. 2227-May-16 09:03:00.0000,  1.973954172461340E+08,  2.233464196387442E+08, -5.212990124007602E+07,
2534955.877083333, A.D. 2228-May-16 09:03:00.0000,  1.919992013094806E+08,  2.255863887014645E+08, -5.121028913913912E+07,
2535320.877083333, A.D. 2229-May-16 09:03:00.0000,  1.908905930224044E+08,  2.256005181513869E+08, -5.082045158075438E+07,
2535685.877083333, A.D. 2230-May-16 09:03:00.0000,  1.897370190538126E+08,  2.256328121192510E+08, -5.042181862981917E+07,
2536050.877083333, A.D. 2231-May-16 09:03:00.0000,  1.885614642043402E+08,  2.256225014497983E+08, -5.001070239172187E+07,
2536416.877083333, A.D. 2232-May-16 09:03:00.0000,  1.829052690764141E+08,  2.277214211711242E+08, -4.897182827363591E+07,
2536781.877083333, A.D. 2233-May-16 09:03:00.0000,  1.815909148379881E+08,  2.276643302355220E+08, -4.851504188175854E+07,
2537146.877083333, A.D. 2234-May-16 09:03:00.0000,  1.802928816870965E+08,  2.275769069064234E+08, -4.805502731675255E+07,
2537511.877083333, A.D. 2235-May-16 09:03:00.0000,  1.789867402769186E+08,  2.274949153218631E+08, -4.758527524857716E+07,
2537877.877083333, A.D. 2236-May-16 09:03:00.0000,  1.730161732023475E+08,  2.293926332941618E+08, -4.641514098450485E+07,
2538242.877083333, A.D. 2237-May-16 09:03:00.0000,  1.714799301871580E+08,  2.292744625737022E+08, -4.586414274464476E+07,
2538607.877083333, A.D. 2238-May-16 09:03:00.0000,  1.699331184442414E+08,  2.291383218694593E+08, -4.531821088935082E+07,
2538972.877083333, A.D. 2239-May-16 09:03:00.0000,  1.684152336991370E+08,  2.289361424993400E+08, -4.477032488970013E+07,
2539338.877083333, A.D. 2240-May-16 09:03:00.0000,  1.622290561058787E+08,  2.305421142046917E+08, -4.347681228364959E+07,
2539703.877083333, A.D. 2241-May-16 09:03:00.0000,  1.606173971043319E+08,  2.302859233487503E+08, -4.288853041553542E+07,
2540068.877083333, A.D. 2242-May-16 09:03:00.0000,  1.589844768025458E+08,  2.300040683587993E+08, -4.228587456424414E+07,
2540433.877083333, A.D. 2243-May-16 09:03:00.0000,  1.572914246727229E+08,  2.297071956198843E+08, -4.165855113930853E+07,
2540799.877083333, A.D. 2244-May-16 09:03:00.0000,  1.507435722319312E+08,  2.309995403455622E+08, -4.019749726862872E+07,
2541164.877083333, A.D. 2245-May-16 09:03:00.0000,  1.488917463799001E+08,  2.305736171403368E+08, -3.950300545597392E+07,
2541529.877083333, A.D. 2246-May-16 09:03:00.0000,  1.470255978999580E+08,  2.301292967535602E+08, -3.880097985089151E+07,
2541894.877083333, A.D. 2247-May-16 09:03:00.0000,  1.452043519319425E+08,  2.296374367467018E+08, -3.810110127405933E+07,
2542260.877083333, A.D. 2248-May-16 09:03:00.0000,  1.384484268212818E+08,  2.305380303922125E+08, -3.648512210730864E+07,
2542625.877083333, A.D. 2249-May-16 09:03:00.0000,  1.364457441697089E+08,  2.299440399158913E+08, -3.570533948050865E+07,
2542990.877083333, A.D. 2250-May-16 09:03:00.0000,  1.344225017391999E+08,  2.292757501694902E+08, -3.491120103154582E+07,
2543355.877083333, A.D. 2251-May-16 09:03:00.0000,  1.324036720061393E+08,  2.285711442677738E+08, -3.410619542729198E+07,
2543721.877083333, A.D. 2252-May-16 09:03:00.0000,  1.253932677961780E+08,  2.289696269492522E+08, -3.232531295270841E+07,
2544086.877083333, A.D. 2253-May-16 09:03:00.0000,  1.232786670897882E+08,  2.281110683676496E+08, -3.146264220469239E+07,
2544451.877083333, A.D. 2254-May-16 09:03:00.0000,  1.210979765729240E+08,  2.272208164635063E+08, -3.057015685211816E+07,
2544816.877083333, A.D. 2255-May-16 09:03:00.0000,  1.188993114324796E+08,  2.262571968083777E+08, -2.966282429865178E+07,
2545182.877083333, A.D. 2256-May-16 09:03:00.0000,  1.116096043376343E+08,  2.260453879283840E+08, -2.766781555184808E+07,
2545547.877083333, A.D. 2257-May-16 09:03:00.0000,  1.092808348782803E+08,  2.248712489945590E+08, -2.668128297009884E+07,
2545912.877083333, A.D. 2258-May-16 09:03:00.0000,  1.069826985758025E+08,  2.236158670802485E+08, -2.568732899783579E+07,
2546277.877083333, A.D. 2259-May-16 09:03:00.0000,  1.047674284099810E+08,  2.223386010176175E+08, -2.470472509500822E+07,
2546643.877083333, A.D. 2260-May-16 09:03:00.0000,  9.743411919784966E+07,  2.214722436719291E+08, -2.255809486706647E+07,
2547008.877083333, A.D. 2261-May-16 09:03:00.0000,  9.508003604825197E+07,  2.199407363749182E+08, -2.148234214663021E+07,
2547373.877083333, A.D. 2262-May-16 09:03:00.0000,  9.271674790942611E+07,  2.183310947881594E+08, -2.038937573950270E+07,
2547738.877083333, A.D. 2263-May-16 09:03:00.0000,  9.040035648813272E+07,  2.166468357234667E+08, -1.929921524643341E+07,
2548104.877083333, A.D. 2264-May-16 09:03:00.0000,  8.302977859341978E+07,  2.149071966958452E+08, -1.696802097724432E+07,
2548469.877083333, A.D. 2265-May-16 09:03:00.0000,  8.066402097560467E+07,  2.129610801021389E+08, -1.580678025678480E+07,
2548834.877083333, A.D. 2266-May-16 09:03:00.0000,  7.830243581079960E+07,  2.109119612225128E+08, -1.462813894682282E+07,
2549199.877083333, A.D. 2267-May-16 09:03:00.0000,  7.602934710506873E+07,  2.088135158804363E+08, -1.345969350593635E+07,
2549565.877083333, A.D. 2268-May-16 09:03:00.0000,  6.880818284848976E+07,  2.061654523367519E+08, -1.098375297093108E+07,
2549930.877083333, A.D. 2269-May-16 09:03:00.0000,  6.662339749202798E+07,  2.037718694799939E+08, -9.787502750574440E+06,
2550295.877083333, A.D. 2270-May-16 09:03:00.0000,  6.456085901072562E+07,  2.013597001972101E+08, -8.618894376160808E+06,
2550660.877083333, A.D. 2271-May-16 09:03:00.0000,  6.264554437597109E+07,  1.989577469492808E+08, -7.497676794164203E+06,
2551026.877083333, A.D. 2272-May-16 09:03:00.0000,  5.597178763912266E+07,  1.954779806296249E+08, -5.006917935608581E+06,
2551391.877083333, A.D. 2273-May-16 09:03:00.0000,  5.413890806346294E+07,  1.927976764714002E+08, -3.847780728874281E+06,
2551756.877083333, A.D. 2274-May-16 09:03:00.0000,  5.239348159968297E+07,  1.900457570044733E+08, -2.705895583841987E+06,
2552121.877083333, A.D. 2275-May-16 09:03:00.0000,  5.079432227810653E+07,  1.872853766787673E+08, -1.599755222922601E+06,
2552487.877083333, A.D. 2276-May-16 09:03:00.0000,  4.485184799332370E+07,  1.830594587674314E+08,  8.248264864991382E+05,
2552852.877083333, A.D. 2277-May-16 09:03:00.0000,  4.356148646725892E+07,  1.802666418119006E+08,  1.842976078431487E+06,
2553217.877083333, A.D. 2278-May-16 09:03:00.0000,  4.243283722872696E+07,  1.775826061138636E+08,  2.794149350199163E+06,
2553582.877083333, A.D. 2279-May-16 09:03:00.0000,  4.143239249612942E+07,  1.749634929684550E+08,  3.692967274886124E+06,
2553948.877083333, A.D. 2280-May-16 09:03:00.0000,  3.646262440353999E+07,  1.704229243485712E+08,  5.897225303095050E+06,
2554313.877083333, A.D. 2281-May-16 09:03:00.0000,  3.581031661066429E+07,  1.679423347150222E+08,  6.664772605012491E+06,
2554678.877083333, A.D. 2282-May-16 09:03:00.0000,  3.531621434420308E+07,  1.656314869407107E+08,  7.348981518135086E+06,
2555043.877083333, A.D. 2283-May-16 09:03:00.0000,  3.499448433079550E+07,  1.635453261470619E+08,  7.939305581343740E+06,
2555409.877083333, A.D. 2284-May-16 09:03:00.0000,  3.107825324358681E+07,  1.594094502648812E+08,  9.756981025911316E+06,
2555774.877083333, A.D. 2285-May-16 09:03:00.0000,  3.100491010769546E+07,  1.576647066559604E+08,  1.020569066735403E+07,
2556139.877083333, A.D. 2286-May-16 09:03:00.0000,  3.107096904150657E+07,  1.561784899051677E+08,  1.056158914139082E+07,
2556504.877083333, A.D. 2287-May-16 09:03:00.0000,  3.128496062008325E+07,  1.550345365628475E+08,  1.080289286727255E+07,
2556870.877083333, A.D. 2288-May-16 09:03:00.0000,  2.821944442638011E+07,  1.517836721934888E+08,  1.218288141771964E+07,
2557235.877083333, A.D. 2289-May-16 09:03:00.0000,  2.870416995645386E+07,  1.513862970724384E+08,  1.219171050930721E+07,
2557600.877083333, A.D. 2290-May-16 09:03:00.0000,  2.927843618356284E+07,  1.512828217877102E+08,  1.211129565039430E+07,
2557965.877083333, A.D. 2291-May-16 09:03:00.0000,  2.995444675302840E+07,  1.514381160975336E+08,  1.195076062866134E+07,
2558331.877083333, A.D. 2292-May-16 09:03:00.0000,  2.743081850694720E+07,  1.494410721765999E+08,  1.292131055947753E+07,
2558696.877083333, A.D. 2293-May-16 09:03:00.0000,  2.829780017200169E+07,  1.502630488373756E+08,  1.256642207783044E+07,
2559061.877083333, A.D. 2294-May-16 09:03:00.0000,  2.931895057918078E+07,  1.514436133966388E+08,  1.209330845796996E+07,
2559426.877083333, A.D. 2295-May-16 09:03:00.0000,  3.051088597114196E+07,  1.530383645643455E+08,  1.148484010177463E+07,
2559792.877083333, A.D. 2296-May-16 09:03:00.0000,  2.839456690660470E+07,  1.524683838374566E+08,  1.204030062354108E+07,
2560157.877083333, A.D. 2297-May-16 09:03:00.0000,  2.978086171525475E+07,  1.546384845028194E+08,  1.125759259792059E+07,
2560522.877083333, A.D. 2298-May-16 09:03:00.0000,  3.135363326003312E+07,  1.570601602467320E+08,  1.036677068174468E+07,
2560887.877083333, A.D. 2299-May-16 09:03:00.0000,  3.314292169325200E+07,  1.597142322071479E+08,  9.362571012448572E+06,
2561252.877083333, A.D. 2300-May-16 09:03:00.0000,  3.518033575419828E+07,  1.626576212066221E+08,  8.224262829943016E+06,
2561617.877083333, A.D. 2301-May-16 09:03:00.0000,  3.740755009085645E+07,  1.657393966444552E+08,  6.999521791340031E+06,
2561982.877083333, A.D. 2302-May-16 09:03:00.0000,  3.989360275314648E+07,  1.689823005647351E+08,  5.663377705508977E+06,
2562347.877083333, A.D. 2303-May-16 09:03:00.0000,  4.263890079688062E+07,  1.723200788671559E+08,  4.236341269853637E+06,
2562713.877083333, A.D. 2304-May-16 09:03:00.0000,  4.139050593118184E+07,  1.738948086280813E+08,  4.102490946595021E+06,
2563078.877083333, A.D. 2305-May-16 09:03:00.0000,  4.449507877971900E+07,  1.773833573121925E+08,  2.533245038917907E+06,
2563443.877083333, A.D. 2306-May-16 09:03:00.0000,  4.787449925299223E+07,  1.808874235968164E+08,  8.818686757243946E+05,
2563808.877083333, A.D. 2307-May-16 09:03:00.0000,  5.150437360594866E+07,  1.843559815776958E+08, -8.357983826787546E+05,
2564174.877083333, A.D. 2308-May-16 09:03:00.0000,  5.075795077342185E+07,  1.864211039114186E+08, -1.208738452887967E+06,
2564539.877083333, A.D. 2309-May-16 09:03:00.0000,  5.460508254665514E+07,  1.897437844352367E+08, -2.958968920461737E+06,
2564904.877083333, A.D. 2310-May-16 09:03:00.0000,  5.867924380533551E+07,  1.929480119291109E+08, -4.754326872068107E+06,
2565269.877083333, A.D. 2311-May-16 09:03:00.0000,  6.298759093887801E+07,  1.960446623976150E+08, -6.593275272117026E+06,
2565635.877083333, A.D. 2312-May-16 09:03:00.0000,  6.259462460842766E+07,  1.981938533643381E+08, -7.096648639772549E+06,
2566000.877083333, A.D. 2313-May-16 09:03:00.0000,  6.703790450466445E+07,  2.010525834290384E+08, -8.929466145079486E+06,
2566365.877083333, A.D. 2314-May-16 09:03:00.0000,  7.157889473023158E+07,  2.037175995410208E+08, -1.074826923174171E+07,
2566730.877083333, A.D. 2315-May-16 09:03:00.0000,  7.625244905659002E+07,  2.062073021831891E+08, -1.257339168784926E+07,
2567096.877083333, A.D. 2316-May-16 09:03:00.0000,  7.605667397006251E+07,  2.082415768855247E+08, -1.310826406719665E+07,
2567461.877083333, A.D. 2317-May-16 09:03:00.0000,  8.086127132311963E+07,  2.104777560817426E+08, -1.492092073892964E+07,
2567826.877083333, A.D. 2318-May-16 09:03:00.0000,  8.578393977439940E+07,  2.125367601936215E+08, -1.673298433208814E+07,
2568191.877083333, A.D. 2319-May-16 09:03:00.0000,  9.080359837334014E+07,  2.144339387412332E+08, -1.852999305117958E+07,
2568557.877083333, A.D. 2320-May-16 09:03:00.0000,  9.070115535988015E+07,  2.163197675509104E+08, -1.905539333124799E+07,
2568922.877083333, A.D. 2321-May-16 09:03:00.0000,  9.555037945487469E+07,  2.178627608446671E+08, -2.073904782626694E+07,
2569287.877083333, A.D. 2322-May-16 09:03:00.0000,  1.004460617818324E+08,  2.192353682313169E+08, -2.239688108581923E+07,
2569652.877083333, A.D. 2323-May-16 09:03:00.0000,  1.053745223825790E+08,  2.204425595403886E+08, -2.403728610528700E+07,
2570018.877083333, A.D. 2324-May-16 09:03:00.0000,  1.053042036532744E+08,  2.221297541069182E+08, -2.453776106236036E+07,
2570383.877083333, A.D. 2325-May-16 09:03:00.0000,  1.101886855980899E+08,  2.231301980981916E+08, -2.611635076214591E+07,
2570748.877083333, A.D. 2326-May-16 09:03:00.0000,  1.149911635857089E+08,  2.239451977184112E+08, -2.763745035993286E+07,
2571113.877083333, A.D. 2327-May-16 09:03:00.0000,  1.197893321954660E+08,  2.246038800374364E+08, -2.911929882170454E+07,
2571479.877083333, A.D. 2328-May-16 09:03:00.0000,  1.195491814644461E+08,  2.261029929180186E+08, -2.953317827355117E+07,
2571844.877083333, A.D. 2329-May-16 09:03:00.0000,  1.243092335903027E+08,  2.265603690927247E+08, -3.097249080194794E+07,
2572209.877083333, A.D. 2330-May-16 09:03:00.0000,  1.291028438464222E+08,  2.269106721150303E+08, -3.239031472221421E+07,
2572574.877083333, A.D. 2331-May-16 09:03:00.0000,  1.337959660251800E+08,  2.271361321826195E+08, -3.375109496206767E+07,
2572940.877083333, A.D. 2332-May-16 09:03:00.0000,  1.334785119325848E+08,  2.285097452563008E+08, -3.410882100489888E+07,
2573305.877083333, A.D. 2333-May-16 09:03:00.0000,  1.379796933096610E+08,  2.285574074425748E+08, -3.538043773224384E+07,
2573670.877083333, A.D. 2334-May-16 09:03:00.0000,  1.424952237484204E+08,  2.284939916685145E+08, -3.664054959406079E+07,
2574035.877083333, A.D. 2335-May-16 09:03:00.0000,  1.470319309558885E+08,  2.283146223597751E+08, -3.787853861166821E+07,
2574401.877083333, A.D. 2336-May-16 09:03:00.0000,  1.467090764632077E+08,  2.295995594365622E+08, -3.822034234220508E+07,
2574766.877083333, A.D. 2337-May-16 09:03:00.0000,  1.510927693392541E+08,  2.292998754806141E+08, -3.939076329945599E+07,
2575131.877083333, A.D. 2338-May-16 09:03:00.0000,  1.554255495742028E+08,  2.289189074152859E+08, -4.052279599623520E+07,
2575496.877083333, A.D. 2339-May-16 09:03:00.0000,  1.596427277081184E+08,  2.284365692292878E+08, -4.160507328375118E+07,
2575862.877083333, A.D. 2340-May-16 09:03:00.0000,  1.590779698658057E+08,  2.296092726536569E+08, -4.186059153498974E+07,
2576227.877083333, A.D. 2341-May-16 09:03:00.0000,  1.631709676259122E+08,  2.290216774730935E+08, -4.288438374519694E+07,
2576592.877083333, A.D. 2342-May-16 09:03:00.0000,  1.672529006964420E+08,  2.283690127627499E+08, -4.389328672793580E+07,
2576957.877083333, A.D. 2343-May-16 09:03:00.0000,  1.712707166384984E+08,  2.276454902671298E+08, -4.485819677126141E+07,
2577323.877083333, A.D. 2344-May-16 09:03:00.0000,  1.706039755664060E+08,  2.288013919673364E+08, -4.506667035804932E+07,
2577688.877083333, A.D. 2345-May-16 09:03:00.0000,  1.744118499183139E+08,  2.279807169537275E+08, -4.596582200728460E+07,
2578053.877083333, A.D. 2346-May-16 09:03:00.0000,  1.782204412360332E+08,  2.271050241455219E+08, -4.684505395450620E+07,
2578418.877083333, A.D. 2347-May-16 09:03:00.0000,  1.819439922166246E+08,  2.261829121868446E+08, -4.769457815799651E+07,
2578784.877083333, A.D. 2348-May-16 09:03:00.0000,  1.812092285311416E+08,  2.272799746894103E+08, -4.788017773883913E+07,
2579149.877083333, A.D. 2349-May-16 09:03:00.0000,  1.848655152493676E+08,  2.263147119758633E+08, -4.869429992187162E+07,
2579514.877083333, A.D. 2350-May-16 09:03:00.0000,  1.884200024495629E+08,  2.253016944710888E+08, -4.947510961150186E+07,
2579879.877083333, A.D. 2351-May-16 09:03:00.0000,  1.919183325629299E+08,  2.242165810074684E+08, -5.022317025862351E+07,
2580245.877083333, A.D. 2352-May-16 09:03:00.0000,  1.910333890285341E+08,  2.253077360712791E+08, -5.036146386674365E+07,
2580610.877083333, A.D. 2353-May-16 09:03:00.0000,  1.944520434211634E+08,  2.241685565656516E+08, -5.108410887423852E+07,
2580975.877083333, A.D. 2354-May-16 09:03:00.0000,  1.978893416974568E+08,  2.229972244221316E+08, -5.179034609442475E+07,
2581340.877083333, A.D. 2355-May-16 09:03:00.0000,  2.011855505797288E+08,  2.218219579039986E+08, -5.245153876224864E+07,
2581706.877083333, A.D. 2356-May-16 09:03:00.0000,  2.001964192832539E+08,  2.228970118692279E+08, -5.255576067922360E+07,
2582071.877083333, A.D. 2357-May-16 09:03:00.0000,  2.034279565513263E+08,  2.216563297522629E+08, -5.319242579255103E+07,
2582436.877083333, A.D. 2358-May-16 09:03:00.0000,  2.065929188125734E+08,  2.203863448048280E+08, -5.380839775564820E+07,
2582801.877083333, A.D. 2359-May-16 09:03:00.0000,  2.096891670647858E+08,  2.190810702837930E+08, -5.439714545694767E+07,
2583167.877083333, A.D. 2360-May-16 09:03:00.0000,  2.086045675176387E+08,  2.202001625490196E+08, -5.447590017809565E+07,
2583532.877083333, A.D. 2361-May-16 09:03:00.0000,  2.116095248405840E+08,  2.189066470951562E+08, -5.504131430252891E+07,
2583897.877083333, A.D. 2362-May-16 09:03:00.0000,  2.145979566979611E+08,  2.175647036382018E+08, -5.558430834462404E+07,
2584262.877083333, A.D. 2363-May-16 09:03:00.0000,  2.175097423870639E+08,  2.162058886480084E+08, -5.610274941925885E+07,
2584628.877083333, A.D. 2364-May-16 09:03:00.0000,  2.163649610824448E+08,  2.172780031388061E+08, -5.616762088763894E+07,
2584993.877083333, A.D. 2365-May-16 09:03:00.0000,  2.192754568498491E+08,  2.158706995611468E+08, -5.667584071232599E+07,
2585358.877083333, A.D. 2366-May-16 09:03:00.0000,  2.221150362621971E+08,  2.144724677157780E+08, -5.716328830504861E+07,
2585723.877083333, A.D. 2367-May-16 09:03:00.0000,  2.248164748524946E+08,  2.130676244994735E+08, -5.761054606511098E+07,
2586089.877083333, A.D. 2368-May-16 09:03:00.0000,  2.235239048206179E+08,  2.142319956344673E+08, -5.763729331412848E+07,
2586454.877083333, A.D. 2369-May-16 09:03:00.0000,  2.261549659650552E+08,  2.128135767881705E+08, -5.807003411806129E+07,
2586819.877083333, A.D. 2370-May-16 09:03:00.0000,  2.287977873863496E+08,  2.113541747157833E+08, -5.849169688690525E+07,
2587184.877083333, A.D. 2371-May-16 09:03:00.0000,  2.313793888689353E+08,  2.099060187548085E+08, -5.889580602268881E+07,
2587550.877083333, A.D. 2372-May-16 09:03:00.0000,  2.300379860244409E+08,  2.110678693769316E+08, -5.891606319096489E+07,
2587915.877083333, A.D. 2373-May-16 09:03:00.0000,  2.325424360190387E+08,  2.096320502507045E+08, -5.929752323975168E+07,
2588280.877083333, A.D. 2374-May-16 09:03:00.0000,  2.349569455776581E+08,  2.082021437187856E+08, -5.965629764008501E+07,
2588645.877083333, A.D. 2375-May-16 09:03:00.0000,  2.373555625021573E+08,  2.067071808844492E+08, -6.000625895121761E+07,
2589011.877083333, A.D. 2376-May-16 09:03:00.0000,  2.359740984740288E+08,  2.078964126505058E+08, -6.001567771901120E+07,
2589376.877083333, A.D. 2377-May-16 09:03:00.0000,  2.383446261911690E+08,  2.064153379505105E+08, -6.035681685901880E+07,
2589741.877083333, A.D. 2378-May-16 09:03:00.0000,  2.407109234839831E+08,  2.049294221142315E+08, -6.068393473843407E+07,
2590106.877083333, A.D. 2379-May-16 09:03:00.0000,  2.429909470002698E+08,  2.034633804531245E+08, -6.098761026512238E+07,
2590472.877083333, A.D. 2380-May-16 09:03:00.0000,  2.414995232441733E+08,  2.046934197175451E+08, -6.098181749812397E+07,
2590837.877083333, A.D. 2381-May-16 09:03:00.0000,  2.437435694593102E+08,  2.031912318083358E+08, -6.127731863713326E+07,
2591202.877083333, A.D. 2382-May-16 09:03:00.0000,  2.459359889719677E+08,  2.017026939396820E+08, -6.156116391937138E+07,
2591567.877083333, A.D. 2383-May-16 09:03:00.0000,  2.481214574435199E+08,  2.001677984502294E+08, -6.183772489608277E+07,
2591933.877083333, A.D. 2384-May-16 09:03:00.0000,  2.466660556337239E+08,  2.014277413787879E+08, -6.183377936143470E+07,
2592298.877083333, A.D. 2385-May-16 09:03:00.0000,  2.487687618812995E+08,  1.999453646144311E+08, -6.209433724685002E+07,
2592663.877083333, A.D. 2386-May-16 09:03:00.0000,  2.508316827325173E+08,  1.984433917361390E+08, -6.233782668256512E+07,
2593028.877083333, A.D. 2387-May-16 09:03:00.0000,  2.528659375578704E+08,  1.969420413173835E+08, -6.257172731046276E+07,
2593394.877083333, A.D. 2388-May-16 09:03:00.0000,  2.513386676488299E+08,  1.982159210899623E+08, -6.256689882943366E+07,
2593759.877083333, A.D. 2389-May-16 09:03:00.0000,  2.534216200931209E+08,  1.966667361088564E+08, -6.280429057131188E+07,
2594124.877083333, A.D. 2390-May-16 09:03:00.0000,  2.554408892533766E+08,  1.951674876010958E+08, -6.302643337628545E+07,
2594489.877083333, A.D. 2391-May-16 09:03:00.0000,  2.574019651304956E+08,  1.936311889702512E+08, -6.323071636289194E+07,
2594855.877083333, A.D. 2392-May-16 09:03:00.0000,  2.558636688610640E+08,  1.949342161158715E+08, -6.321503927738013E+07,
2595220.877083333, A.D. 2393-May-16 09:03:00.0000,  2.577849808610629E+08,  1.934096207690502E+08, -6.341245374757767E+07,
2595585.877083333, A.D. 2394-May-16 09:03:00.0000,  2.596630838314276E+08,  1.918863959329980E+08, -6.360249945383481E+07,
2595950.877083333, A.D. 2395-May-16 09:03:00.0000,  2.615241725035355E+08,  1.903878713244463E+08, -6.378355632953076E+07,
2596316.877083333, A.D. 2396-May-16 09:03:00.0000,  2.599257461492849E+08,  1.917610664487387E+08, -6.376894421667246E+07,
2596681.877083333, A.D. 2397-May-16 09:03:00.0000,  2.617666488686309E+08,  1.902459766567224E+08, -6.394382418514141E+07,
2597046.877083333, A.D. 2398-May-16 09:03:00.0000,  2.635587007650216E+08,  1.887488273700469E+08, -6.410527469561137E+07,
2597411.877083333, A.D. 2399-May-16 09:03:00.0000,  2.653254102710965E+08,  1.871989986625689E+08, -6.425960964011572E+07,
2597777.877083333, A.D. 2400-May-16 09:03:00.0000,  2.637454661334501E+08,  1.885472647434822E+08, -6.424254117739145E+07,
2598142.877083333, A.D. 2401-May-16 09:03:00.0000,  2.655125451436748E+08,  1.870325503248062E+08, -6.439572416759263E+07,
2598507.877083333, A.D. 2402-May-16 09:03:00.0000,  2.672136580091154E+08,  1.855423554598236E+08, -6.453673098719947E+07,
2598872.877083333, A.D. 2403-May-16 09:03:00.0000,  2.688825854003894E+08,  1.840709355500070E+08, -6.466392879470169E+07,
2599238.877083333, A.D. 2404-May-16 09:03:00.0000,  2.672115812995772E+08,  1.854994864355222E+08, -6.464150079288073E+07,
2599603.877083333, A.D. 2405-May-16 09:03:00.0000,  2.688820388096483E+08,  1.839816391478537E+08, -6.476895317003562E+07,
2599968.877083333, A.D. 2406-May-16 09:03:00.0000,  2.705307178259637E+08,  1.824917257047868E+08, -6.489104959274505E+07,
2600333.877083333, A.D. 2407-May-16 09:03:00.0000,  2.721358869189003E+08,  1.809895772552337E+08, -6.500431159836730E+07,
2600699.877083333, A.D. 2408-May-16 09:03:00.0000,  2.704786501202629E+08,  1.824502014575690E+08, -6.498094681286164E+07,
2601064.877083333, A.D. 2409-May-16 09:03:00.0000,  2.720287784388521E+08,  1.810113156154935E+08, -6.508571585163163E+07,
2601429.877083333, A.D. 2410-May-16 09:03:00.0000,  2.735737465377032E+08,  1.795195006457115E+08, -6.518582701958638E+07,
2601794.877083333, A.D. 2411-May-16 09:03:00.0000,  2.751235088168905E+08,  1.780227418781434E+08, -6.528125220092410E+07,
2602160.877083333, A.D. 2412-May-16 09:03:00.0000,  2.734484702653312E+08,  1.794858018630396E+08, -6.526281188909777E+07,
2602525.877083333, A.D. 2413-May-16 09:03:00.0000,  2.750036438909866E+08,  1.779862014591013E+08, -6.535799064753642E+07,
2602890.877083333, A.D. 2414-May-16 09:03:00.0000,  2.765200433001236E+08,  1.765343478239898E+08, -6.544235859757279E+07,
2603255.877083333, A.D. 2415-May-16 09:03:00.0000,  2.779695318641503E+08,  1.750650503647705E+08, -6.551751282683738E+07,
2603621.877083333, A.D. 2416-May-16 09:03:00.0000,  2.762841640805995E+08,  1.765521135284833E+08, -6.549827348184077E+07,
2603986.877083333, A.D. 2417-May-16 09:03:00.0000,  2.777376207106325E+08,  1.750894143113749E+08, -6.557161352953450E+07,
