*******************************************************************************
JPL/HORIZONS               3753 Cruithne (1986 TO)         2023-May-05 16:47:32
Rec #:    3753 (+COV) Soln.date: 2023-Mar-01_06:10:23   # obs: 1216 (1973-2022)
 
IAU76/J2000 helio. ecliptic osc. elements (au, days, deg., period=Julian yrs):
 
  EPOCH=  2456900.5 ! 2014-Aug-31.00 (TDB)         Residual RMS= .35645
   EC= .5148627256994029   QR= .4840184658385133   TP= 2457012.169995938
   OM= 126.2462939076055   W=  43.80978547847901   IN= 19.80747881540994
   A= .9976938311662474    MA= 249.5553600271496   ADIST= 1.511369196493981
   PER= .99656             N= .9890269900000001    ANGMOM= .014729875
   DAN= .53459             DDN= 1.16671            L= 168.3137556
   B= 13.566979            MOID= .0710535          TP= 2014-Dec-20.6699959380
 
Asteroid physical parameters (km, seconds, rotational period in hours):
   GM= n.a.                RAD= 1.0355             ROTPER= 27.3099
   H= 15.5                 G= .150                 B-V= n.a.
                           ALBEDO= .365            STYP= Q
 
ASTEROID comments: 
1: soln ref.= JPL#240, OCC=0
2: source=ORB
*******************************************************************************

  
  

*******************************************************************************
Ephemeris / WWW_USER Fri May  5 16:47:32 2023 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: 3753 Cruithne (1986 TO)         {source: JPL#240}
Center body name: Earth (399)                     {source: DE441}
Center-site name: (user defined site below)
*******************************************************************************
Start time      : A.D. 2007-Sep-01 00:00:00.0000 TDB
Stop  time      : A.D. 2008-Sep-01 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 286.0058, 40.7517, -2.02709E-12 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 286.0058, 4838.6361, 4141.57364 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}
Small perturbers: Yes                             {source: SB441-N16}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 1 (position only)
EOP file        : eop.230504.p230727
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2023-MAY-04. PREDICTS-> 2023-JUL-26
Reference frame : Ecliptic of J2000.0
*******************************************************************************
Initial IAU76/J2000 heliocentric ecliptic osculating elements (au, days, deg.):
  EPOCH=  2456900.5 ! 2014-Aug-31.00 (TDB)         Residual RMS= .35645        
   EC= .5148627256994029   QR= .4840184658385133   TP= 2457012.169995938       
   OM= 126.2462939076055   W=  43.80978547847901   IN= 19.80747881540994       
  Equivalent ICRF heliocentric cartesian coordinates (au, au/d):
   X= 1.215347990905840E+00  Y= 5.153520927692684E-01  Z=-2.481738801145509E-01
  VX=-7.990656955364673E-03 VY= 8.039467650712289E-03 VZ= 3.939584837771865E-03
Asteroid physical parameters (km, seconds, rotational period in hours):        
   GM= n.a.                RAD= 1.0355             ROTPER= 27.3099             
   H= 15.5                 G= .150                 B-V= n.a.                   
                           ALBEDO= .365            STYP= Q                     
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
2454503.500000000, A.D. 2008-Feb-07 00:00:00.0000,  1.072308075703906E+08, -2.147018065356678E+08,  2.493708332515850E+07,
2454504.500000000, A.D. 2008-Feb-08 00:00:00.0000,  1.116728672999827E+08, -2.144387830138273E+08,  2.451381029769453E+07,
2454505.500000000, A.D. 2008-Feb-09 00:00:00.0000,  1.160799499746704E+08, -2.140772089725679E+08,  2.407618487704147E+07,
2454506.500000000, A.D. 2008-Feb-10 00:00:00.0000,  1.204500290646629E+08, -2.136194134444599E+08,  2.362498537344141E+07,
2454507.500000000, A.D. 2008-Feb-11 00:00:00.0000,  1.247812142999872E+08, -2.130677079598868E+08,  2.316095091697764E+07,
2454508.500000000, A.D. 2008-Feb-12 00:00:00.0000,  1.290717456983018E+08, -2.124243804726944E+08,  2.268478383395126E+07,
2454509.500000000, A.D. 2008-Feb-13 00:00:00.0000,  1.333199867549547E+08, -2.116916892489952E+08,  2.219715193545994E+07,
2454510.500000000, A.D. 2008-Feb-14 00:00:00.0000,  1.375244167158257E+08, -2.108718571946700E+08,  2.169869066561802E+07,
2454511.500000000, A.D. 2008-Feb-15 00:00:00.0000,  1.416836220616623E+08, -2.099670670138322E+08,  2.119000507668230E+07,
2454512.500000000, A.D. 2008-Feb-16 00:00:00.0000,  1.457962874271305E+08, -2.089794574597126E+08,  2.067167161569752E+07,
2454513.500000000, A.D. 2008-Feb-17 00:00:00.0000,  1.498611861947949E+08, -2.079111208475535E+08,  2.014423971758310E+07,
2454514.500000000, A.D. 2008-Feb-18 00:00:00.0000,  1.538771710206202E+08, -2.067641019636121E+08,  1.960823320488182E+07,
2454515.500000000, A.D. 2008-Feb-19 00:00:00.0000,  1.578431646142670E+08, -2.055403984731621E+08,  1.906415150138506E+07,
2454516.500000000, A.D. 2008-Feb-20 00:00:00.0000,  1.617581511943826E+08, -2.042419628311226E+08,  1.851247068047909E+07,
2454517.500000000, A.D. 2008-Feb-21 00:00:00.0000,  1.656211690840869E+08, -2.028707055049855E+08,  1.795364438732240E+07,
2454518.500000000, A.D. 2008-Feb-22 00:00:00.0000,  1.694313048244570E+08, -2.014284990874818E+08,  1.738810468844046E+07,
2454519.500000000, A.D. 2008-Feb-23 00:00:00.0000,  1.731876889522103E+08, -1.999171827168559E+08,  1.681626290372498E+07,
2454520.500000000, A.D. 2008-Feb-24 00:00:00.0000,  1.768894932939601E+08, -1.983385662247281E+08,  1.623851046137476E+07,
2454521.500000000, A.D. 2008-Feb-25 00:00:00.0000,  1.805359293943396E+08, -1.966944335974897E+08,  1.565521979201230E+07,
2454522.500000000, A.D. 2008-Feb-26 00:00:00.0000,  1.841262476007161E+08, -1.949865455867709E+08,  1.506674525409938E+07,
2454523.500000000, A.D. 2008-Feb-27 00:00:00.0000,  1.876597363759364E+08, -1.932166415361503E+08,  1.447342406720892E+07,
2454524.500000000, A.D. 2008-Feb-28 00:00:00.0000,  1.911357215469998E+08, -1.913864406406237E+08,  1.387557722485200E+07,
2454525.500000000, A.D. 2008-Feb-29 00:00:00.0000,  1.945535653566716E+08, -1.894976429121056E+08,  1.327351036194462E+07,
2454526.500000000, A.D. 2008-Mar-01 00:00:00.0000,  1.979126653251589E+08, -1.875519301119457E+08,  1.266751455987595E+07,
2454527.500000000, A.D. 2008-Mar-02 00:00:00.0000,  2.012124530387541E+08, -1.855509668587461E+08,  1.205786708177350E+07,
2454528.500000000, A.D. 2008-Mar-03 00:00:00.0000,  2.044523930664418E+08, -1.834964020417673E+08,  1.144483204052697E+07,
2454529.500000000, A.D. 2008-Mar-04 00:00:00.0000,  2.076319822686151E+08, -1.813898705652508E+08,  1.082866101345644E+07,
2454530.500000000, A.D. 2008-Mar-05 00:00:00.0000,  2.107507497929877E+08, -1.792329953055228E+08,  1.020959363010632E+07,
2454531.500000000, A.D. 2008-Mar-06 00:00:00.0000,  2.138082580175660E+08, -1.770273889778906E+08,  9.587858171928160E+06,
2454532.500000000, A.D. 2008-Mar-07 00:00:00.0000,  2.168041045473862E+08, -1.747746554160265E+08,  8.963672230086468E+06,
2454533.500000000, A.D. 2008-Mar-08 00:00:00.0000,  2.197379250711580E+08, -1.724763896502565E+08,  8.337243461401805E+06,
2454534.500000000, A.D. 2008-Mar-09 00:00:00.0000,  2.226093964840644E+08, -1.701341762597464E+08,  7.708770455634274E+06,
2454535.500000000, A.D. 2008-Mar-10 00:00:00.0000,  2.254182393516536E+08, -1.677495858488234E+08,  7.078443681580819E+06,
2454536.500000000, A.D. 2008-Mar-11 00:00:00.0000,  2.281642187551247E+08, -1.653241700798587E+08,  6.446446432514235E+06,
2454537.500000000, A.D. 2008-Mar-12 00:00:00.0000,  2.308471429338677E+08, -1.628594562170460E+08,  5.812955669937111E+06,
2454538.500000000, A.D. 2008-Mar-13 00:00:00.0000,  2.334668597827620E+08, -1.603569423023862E+08,  5.178142683382243E+06,
2454539.500000000, A.D. 2008-Mar-14 00:00:00.0000,  2.360232518387298E+08, -1.578180938126386E+08,  4.542173533836290E+06,
2454540.500000000, A.D. 2008-Mar-15 00:00:00.0000,  2.385162306343635E+08, -1.552443421271065E+08,  3.905209300748467E+06,
2454541.500000000, A.D. 2008-Mar-16 00:00:00.0000,  2.409457311847109E+08, -1.526370846674396E+08,  3.267406183019876E+06,
2454542.500000000, A.D. 2008-Mar-17 00:00:00.0000,  2.433117070830647E+08, -1.499976863305572E+08,  2.628915508594103E+06,
2454543.500000000, A.D. 2008-Mar-18 00:00:00.0000,  2.456141264115553E+08, -1.473274818152933E+08,  1.989883695288725E+06,
2454544.500000000, A.D. 2008-Mar-19 00:00:00.0000,  2.478529685194058E+08, -1.446277785285969E+08,  1.350452191212967E+06,
2454545.500000000, A.D. 2008-Mar-20 00:00:00.0000,  2.500282216746534E+08, -1.418998598385945E+08,  7.107574144244790E+05,
2454546.500000000, A.D. 2008-Mar-21 00:00:00.0000,  2.521398815890340E+08, -1.391449884711288E+08,  7.093070873191953E+04,
2454547.500000000, A.D. 2008-Mar-22 00:00:00.0000,  2.541879507925590E+08, -1.363644098358484E+08, -5.689016680200770E+05,
2454548.500000000, A.D. 2008-Mar-23 00:00:00.0000,  2.561724387727849E+08, -1.335593550600849E+08, -1.208618509356387E+06,
2454549.500000000, A.D. 2008-Mar-24 00:00:00.0000,  2.580933627117016E+08, -1.307310435407716E+08, -1.848103572129399E+06,
2454550.500000000, A.D. 2008-Mar-25 00:00:00.0000,  2.599507485892958E+08, -1.278806849050744E+08, -2.487245437375635E+06,
2454551.500000000, A.D. 2008-Mar-26 00:00:00.0000,  2.617446324062964E+08, -1.250094803788477E+08, -3.125937331535064E+06,
2454552.500000000, A.D. 2008-Mar-27 00:00:00.0000,  2.634750613174825E+08, -1.221186236647777E+08, -3.764076925556928E+06,
2454553.500000000, A.D. 2008-Mar-28 00:00:00.0000,  2.651420945458077E+08, -1.192093015028854E+08, -4.401566130926944E+06,
2454554.500000000, A.D. 2008-Mar-29 00:00:00.0000,  2.667458040448580E+08, -1.162826941145597E+08, -5.038310908926129E+06,
2454555.500000000, A.D. 2008-Mar-30 00:00:00.0000,  2.682862749744735E+08, -1.133399757204567E+08, -5.674221103824712E+06,
2454556.500000000, A.D. 2008-Mar-31 00:00:00.0000,  2.697636061445063E+08, -1.103823152779163E+08, -6.309210302799419E+06,
2454557.500000000, A.D. 2008-Apr-01 00:00:00.0000,  2.711779106609346E+08, -1.074108775040887E+08, -6.943195715352617E+06,
2454558.500000000, A.D. 2008-Apr-02 00:00:00.0000,  2.725293170679134E+08, -1.044268241257232E+08, -7.576098052705213E+06,
2454559.500000000, A.D. 2008-Apr-03 00:00:00.0000,  2.738179712879097E+08, -1.014313151136371E+08, -8.207841373483479E+06,
2454560.500000000, A.D. 2008-Apr-04 00:00:00.0000,  2.750440395613232E+08, -9.842550942957699E+07, -8.838352849936776E+06,
2454561.500000000, A.D. 2008-Apr-05 00:00:00.0000,  2.762077123074280E+08, -9.541056460680777E+07, -9.467562407542128E+06,
2454562.500000000, A.D. 2008-Apr-06 00:00:00.0000,  2.773092083569161E+08, -9.238763445873421E+07, -1.009540221267731E+07,
2454563.500000000, A.D. 2008-Apr-07 00:00:00.0000,  2.783487784839619E+08, -8.935786454903728E+07, -1.072180603473609E+07,
2454564.500000000, A.D. 2008-Apr-08 00:00:00.0000,  2.793267069224460E+08, -8.632238580318189E+07, -1.134670857718231E+07,
2454565.500000000, A.D. 2008-Apr-09 00:00:00.0000,  2.802433099164848E+08, -8.328230750474569E+07, -1.197004491819600E+07,
2454566.500000000, A.D. 2008-Apr-10 00:00:00.0000,  2.810989313073219E+08, -8.023871135983422E+07, -1.259175018644419E+07,
2454567.500000000, A.D. 2008-Apr-11 00:00:00.0000,  2.818939361922073E+08, -7.719264797064215E+07, -1.321175951980826E+07,
2454568.500000000, A.D. 2008-Apr-12 00:00:00.0000,  2.826287041890708E+08, -7.414513613444513E+07, -1.383000826046256E+07,
2454569.500000000, A.D. 2008-Apr-13 00:00:00.0000,  2.833036236054697E+08, -7.109716446860592E+07, -1.444643228317082E+07,
2454570.500000000, A.D. 2008-Apr-14 00:00:00.0000,  2.839190871544591E+08, -6.804969441450968E+07, -1.506096835315998E+07,
2454571.500000000, A.D. 2008-Apr-15 00:00:00.0000,  2.844754892381925E+08, -6.500366372988591E+07, -1.567355444543462E+07,
2454572.500000000, A.D. 2008-Apr-16 00:00:00.0000,  2.849732244800283E+08, -6.195998989469416E+07, -1.628412999810793E+07,
2454573.500000000, A.D. 2008-Apr-17 00:00:00.0000,  2.854126871213746E+08, -5.891957317855359E+07, -1.689263609973814E+07,
2454574.500000000, A.D. 2008-Apr-18 00:00:00.0000,  2.857942709864352E+08, -5.588329932357533E+07, -1.749901562174411E+07,
2454575.500000000, A.D. 2008-Apr-19 00:00:00.0000,  2.861183698375884E+08, -5.285204187683932E+07, -1.810321330708292E+07,
2454576.500000000, A.D. 2008-Apr-20 00:00:00.0000,  2.863853780301559E+08, -4.982666420624182E+07, -1.870517582204147E+07,
2454577.500000000, A.D. 2008-Apr-21 00:00:00.0000,  2.865956914097185E+08, -4.680802120394425E+07, -1.930485177419491E+07,
2454578.500000000, A.D. 2008-Apr-22 00:00:00.0000,  2.867497083891367E+08, -4.379696066170457E+07, -1.990219169842547E+07,
2454579.500000000, A.D. 2008-Apr-23 00:00:00.0000,  2.868478311214158E+08, -4.079432430898888E+07, -2.049714801458907E+07,
2454580.500000000, A.D. 2008-Apr-24 00:00:00.0000,  2.868904666719487E+08, -3.780094853731604E+07, -2.108967496337594E+07,
2454581.500000000, A.D. 2008-Apr-25 00:00:00.0000,  2.868780281054975E+08, -3.481766487842087E+07, -2.167972852961598E+07,
2454582.500000000, A.D. 2008-Apr-26 00:00:00.0000,  2.868109354423500E+08, -3.184530034270350E+07, -2.226726636301647E+07,
2454583.500000000, A.D. 2008-Apr-27 00:00:00.0000,  2.866896164991168E+08, -2.888467774344706E+07, -2.285224770466487E+07,
2454584.500000000, A.D. 2008-Apr-28 00:00:00.0000,  2.865145077037253E+08, -2.593661612182779E+07, -2.343463332298609E+07,
2454585.500000000, A.D. 2008-Apr-29 00:00:00.0000,  2.862860550509665E+08, -2.300193134027576E+07, -2.401438545538186E+07,
2454586.500000000, A.D. 2008-Apr-30 00:00:00.0000,  2.860047154309767E+08, -2.008143681745039E+07, -2.459146774153452E+07,
2454587.500000000, A.D. 2008-May-01 00:00:00.0000,  2.856709585923511E+08, -1.717594422566524E+07, -2.516584512197901E+07,
2454588.500000000, A.D. 2008-May-02 00:00:00.0000,  2.852852699439254E+08, -1.428626376297593E+07, -2.573748366350434E+07,
2454589.500000000, A.D. 2008-May-03 00:00:00.0000,  2.848481541839783E+08, -1.141320339210554E+07, -2.630635026858561E+07,
2454590.500000000, A.D. 2008-May-04 00:00:00.0000,  2.843601393220497E+08, -8.557566335981164E+06, -2.687241224105376E+07,
2454591.500000000, A.D. 2008-May-05 00:00:00.0000,  2.838217800969900E+08, -5.720146342379437E+06, -2.743563672558563E+07,
2454592.500000000, A.D. 2008-May-06 00:00:00.0000,  2.832336593892385E+08, -2.901720928223396E+06, -2.799599010997037E+07,
2454593.500000000, A.D. 2008-May-07 00:00:00.0000,  2.825963864152115E+08, -1.030438251591809E+05, -2.855343754137144E+07,
2454594.500000000, A.D. 2008-May-08 00:00:00.0000,  2.819105914799916E+08,  2.675161418035645E+06, -2.910794270837434E+07,
2454595.500000000, A.D. 2008-May-09 00:00:00.0000,  2.811769184203243E+08,  5.432204902992425E+06, -2.965946795617135E+07,
2454596.500000000, A.D. 2008-May-10 00:00:00.0000,  2.803960167208973E+08,  8.167430267193524E+06, -3.020797467715667E+07,
2454597.500000000, A.D. 2008-May-11 00:00:00.0000,  2.795685351027334E+08,  1.088021166541288E+07, -3.075342383364679E+07,
2454598.500000000, A.D. 2008-May-12 00:00:00.0000,  2.786951174482435E+08,  1.356994925827771E+07, -3.129577646613295E+07,
2454599.500000000, A.D. 2008-May-13 00:00:00.0000,  2.777764009542854E+08,  1.623606454532466E+07, -3.183499409672389E+07,
2454600.500000000, A.D. 2008-May-14 00:00:00.0000,  2.768130158691960E+08,  1.887799634890288E+07, -3.237103900361753E+07,
2454601.500000000, A.D. 2008-May-15 00:00:00.0000,  2.758055861003063E+08,  2.149519770459133E+07, -3.290387438547642E+07,
2454602.500000000, A.D. 2008-May-16 00:00:00.0000,  2.747547301643702E+08,  2.408713356543238E+07, -3.343346444974037E+07,
2454603.500000000, A.D. 2008-May-17 00:00:00.0000,  2.736610621928087E+08,  2.665327909480088E+07, -3.395977445587103E+07,
2454604.500000000, A.D. 2008-May-18 00:00:00.0000,  2.725251928904704E+08,  2.919311832910863E+07, -3.448277073425914E+07,
2454605.500000000, A.D. 2008-May-19 00:00:00.0000,  2.713477304542868E+08,  3.170614305911070E+07, -3.500242069110898E+07,
2454606.500000000, A.D. 2008-May-20 00:00:00.0000,  2.701292814978536E+08,  3.419185185524632E+07, -3.551869280215944E+07,
2454607.500000000, A.D. 2008-May-21 00:00:00.0000,  2.688704520222028E+08,  3.664974921993992E+07, -3.603155659419160E+07,
2454608.500000000, A.D. 2008-May-22 00:00:00.0000,  2.675718484462427E+08,  3.907934487822901E+07, -3.654098261289772E+07,
2454609.500000000, A.D. 2008-May-23 00:00:00.0000,  2.662340786832169E+08,  4.148015321657348E+07, -3.704694237714370E+07,
2454610.500000000, A.D. 2008-May-24 00:00:00.0000,  2.648577532386372E+08,  4.385169285850611E+07, -3.754940832173017E+07,
2454611.500000000, A.D. 2008-May-25 00:00:00.0000,  2.634434863188116E+08,  4.619348633943580E+07, -3.804835373186900E+07,
2454612.500000000, A.D. 2008-May-26 00:00:00.0000,  2.619918969776956E+08,  4.850505982929776E+07, -3.854375267149122E+07,
2454613.500000000, A.D. 2008-May-27 00:00:00.0000,  2.605036103848180E+08,  5.078594286636144E+07, -3.903557990331268E+07,
2454614.500000000, A.D. 2008-May-28 00:00:00.0000,  2.589792593523970E+08,  5.303566812262216E+07, -3.952381079168902E+07,
2454615.500000000, A.D. 2008-May-29 00:00:00.0000,  2.574194862895986E+08,  5.525377132951802E+07, -4.000842117008042E+07,
2454616.500000000, A.D. 2008-May-30 00:00:00.0000,  2.558249457157453E+08,  5.743979164974150E+07, -4.048938714610967E+07,
2454617.500000000, A.D. 2008-May-31 00:00:00.0000,  2.541963073075895E+08,  5.959327295297731E+07, -4.096668481399374E+07,
2454618.500000000, A.D. 2008-Jun-01 00:00:00.0000,  2.525342591336988E+08,  6.171376654955239E+07, -4.144028985556571E+07,
2454619.500000000, A.D. 2008-Jun-02 00:00:00.0000,  2.508395102717586E+08,  6.380083579477869E+07, -4.191017704656786E+07,
2454620.500000000, A.D. 2008-Jun-03 00:00:00.0000,  2.491127916119606E+08,  6.585406244215716E+07, -4.237631974408410E+07,
2454621.500000000, A.D. 2008-Jun-04 00:00:00.0000,  2.473548536946155E+08,  6.787305374063112E+07, -4.283868948960467E+07,
2454622.500000000, A.D. 2008-Jun-05 00:00:00.0000,  2.455664612098552E+08,  6.985744847429702E+07, -4.329725587380169E+07,
2454623.500000000, A.D. 2008-Jun-06 00:00:00.0000,  2.437483850986221E+08,  7.180692009265988E+07, -4.375198673890792E+07,
2454624.500000000, A.D. 2008-Jun-07 00:00:00.0000,  2.419013942479679E+08,  7.372117605227913E+07, -4.420284866789190E+07,
2454625.500000000, A.D. 2008-Jun-08 00:00:00.0000,  2.400262488201507E+08,  7.559995394386028E+07, -4.464980760610826E+07,
2454626.500000000, A.D. 2008-Jun-09 00:00:00.0000,  2.381236963229994E+08,  7.744301597324993E+07, -4.509282944434241E+07,
2454627.500000000, A.D. 2008-Jun-10 00:00:00.0000,  2.361944703498592E+08,  7.925014342586312E+07, -4.553188045395713E+07,
2454628.500000000, A.D. 2008-Jun-11 00:00:00.0000,  2.342392911781200E+08,  8.102113213996504E+07, -4.596692754826495E+07,
2454629.500000000, A.D. 2008-Jun-12 00:00:00.0000,  2.322588672781627E+08,  8.275578929619713E+07, -4.639793840166792E+07,
2454630.500000000, A.D. 2008-Jun-13 00:00:00.0000,  2.302538970210424E+08,  8.445393135101785E+07, -4.682488147817229E+07,
2454631.500000000, A.D. 2008-Jun-14 00:00:00.0000,  2.282250702025946E+08,  8.611538275392525E+07, -4.724772601554283E+07,
2454632.500000000, A.D. 2008-Jun-15 00:00:00.0000,  2.261730692661701E+08,  8.773997509488988E+07, -4.766644199604916E+07,
2454633.500000000, A.D. 2008-Jun-16 00:00:00.0000,  2.240985702664713E+08,  8.932754642117298E+07, -4.808100011930496E+07,
2454634.500000000, A.D. 2008-Jun-17 00:00:00.0000,  2.220022436896634E+08,  9.087794057327807E+07, -4.849137178103593E+07,
2454635.500000000, A.D. 2008-Jun-18 00:00:00.0000,  2.198847552584490E+08,  9.239100648613086E+07, -4.889752905410840E+07,
2454636.500000000, A.D. 2008-Jun-19 00:00:00.0000,  2.177467668283174E+08,  9.386659747265017E+07, -4.929944466452340E+07,
2454637.500000000, A.D. 2008-Jun-20 00:00:00.0000,  2.155889374402474E+08,  9.530457054912949E+07, -4.969709195454682E+07,
2454638.500000000, A.D. 2008-Jun-21 00:00:00.0000,  2.134119245507592E+08,  9.670478587446870E+07, -5.009044482674339E+07,
2454639.500000000, A.D. 2008-Jun-22 00:00:00.0000,  2.112163854265729E+08,  9.806710636485459E+07, -5.047947766541152E+07,
2454640.500000000, A.D. 2008-Jun-23 00:00:00.0000,  2.090029786789695E+08,  9.939139752313237E+07, -5.086416523412293E+07,
2454641.500000000, A.D. 2008-Jun-24 00:00:00.0000,  2.067723659251198E+08,  1.006775275064014E+08, -5.124448254844174E+07,
2454642.500000000, A.D. 2008-Jun-25 00:00:00.0000,  2.045252135910261E+08,  1.019253674649853E+08, -5.162040472069336E+07,
2454643.500000000, A.D. 2008-Jun-26 00:00:00.0000,  2.022621948910993E+08,  1.031347922343056E+08, -5.199190676916292E+07,
2454644.500000000, A.D. 2008-Jun-27 00:00:00.0000,  1.999839919988445E+08,  1.043056815474026E+08, -5.235896337939498E+07,
2454645.500000000, A.D. 2008-Jun-28 00:00:00.0000,  1.976912983221840E+08,  1.054379220332192E+08, -5.272154860467900E+07,
2454646.500000000, A.D. 2008-Jun-29 00:00:00.0000,  1.953848205891511E+08,  1.065314103101843E+08, -5.307963550199365E+07,
2454647.500000000, A.D. 2008-Jun-30 00:00:00.0000,  1.930652801578924E+08,  1.075860573731214E+08, -5.343319572479541E+07,
2454648.500000000, A.D. 2008-Jul-01 00:00:00.0000,  1.907334127145865E+08,  1.086017941033875E+08, -5.378219913427132E+07,
2454649.500000000, A.D. 2008-Jul-02 00:00:00.0000,  1.883899655518811E+08,  1.095785771213825E+08, -5.412661353100826E+07,
2454650.500000000, A.D. 2008-Jul-03 00:00:00.0000,  1.860356921528236E+08,  1.105163936031032E+08, -5.446640461861634E+07,
2454651.500000000, A.D. 2008-Jul-04 00:00:00.0000,  1.836713447817071E+08,  1.114152635579917E+08, -5.480153626133731E+07,
2454652.500000000, A.D. 2008-Jul-05 00:00:00.0000,  1.812976667036606E+08,  1.122752387237877E+08, -5.513197099748527E+07,
2454653.500000000, A.D. 2008-Jul-06 00:00:00.0000,  1.789153858759342E+08,  1.130963984281405E+08, -5.545767067508730E+07,
2454654.500000000, A.D. 2008-Jul-07 00:00:00.0000,  1.765252112859029E+08,  1.138788437755394E+08, -5.577859704615720E+07,
2454655.500000000, A.D. 2008-Jul-08 00:00:00.0000,  1.741278320248235E+08,  1.146226917693764E+08, -5.609471220329621E+07,
2454656.500000000, A.D. 2008-Jul-09 00:00:00.0000,  1.717239183540883E+08,  1.153280705095597E+08, -5.640597882394774E+07,
2454657.500000000, A.D. 2008-Jul-10 00:00:00.0000,  1.693141237577824E+08,  1.159951158803265E+08, -5.671236025328983E+07,
2454658.500000000, A.D. 2008-Jul-11 00:00:00.0000,  1.668990871604829E+08,  1.166239695799043E+08, -5.701382048467000E+07,
2454659.500000000, A.D. 2008-Jul-12 00:00:00.0000,  1.644794348402317E+08,  1.172147780831497E+08, -5.731032409349033E+07,
2454660.500000000, A.D. 2008-Jul-13 00:00:00.0000,  1.620557818791855E+08,  1.177676921044581E+08, -5.760183616362593E+07,
2454661.500000000, A.D. 2008-Jul-14 00:00:00.0000,  1.596287331979107E+08,  1.182828662214594E+08, -5.788832222693107E+07,
2454662.500000000, A.D. 2008-Jul-15 00:00:00.0000,  1.571988843229538E+08,  1.187604584448889E+08, -5.816974822163971E+07,
2454663.500000000, A.D. 2008-Jul-16 00:00:00.0000,  1.547668220732768E+08,  1.192006296376605E+08, -5.844608046517481E+07,
2454664.500000000, A.D. 2008-Jul-17 00:00:00.0000,  1.523331253446470E+08,  1.196035427855877E+08, -5.871728563040429E+07,
2454665.500000000, A.D. 2008-Jul-18 00:00:00.0000,  1.498983661354473E+08,  1.199693622012608E+08, -5.898333071105009E+07,
2454666.500000000, A.D. 2008-Jul-19 00:00:00.0000,  1.474631108991647E+08,  1.202982527986238E+08, -5.924418296161036E+07,
2454667.500000000, A.D. 2008-Jul-20 00:00:00.0000,  1.450279222361641E+08,  1.205903796022657E+08, -5.949980979967083E+07,
2454668.500000000, A.D. 2008-Jul-21 00:00:00.0000,  1.425933608638421E+08,  1.208459076475979E+08, -5.975017866351281E+07,
2454669.500000000, A.D. 2008-Jul-22 00:00:00.0000,  1.401599877476345E+08,  1.210650023905364E+08, -5.999525682392626E+07,
2454670.500000000, A.D. 2008-Jul-23 00:00:00.0000,  1.377283662480611E+08,  1.212478306944432E+08, -6.023501115437534E+07,
2454671.500000000, A.D. 2008-Jul-24 00:00:00.0000,  1.352990641391886E+08,  1.213945624212700E+08, -6.046940786647996E+07,
2454672.500000000, A.D. 2008-Jul-25 00:00:00.0000,  1.328726553604463E+08,  1.215053726395876E+08, -6.069841221842384E+07,
2454673.500000000, A.D. 2008-Jul-26 00:00:00.0000,  1.304497213443177E+08,  1.215804444696531E+08, -6.092198820461869E+07,
2454674.500000000, A.D. 2008-Jul-27 00:00:00.0000,  1.280308516931280E+08,  1.216199725790928E+08, -6.114009823962269E+07,
2454675.500000000, A.D. 2008-Jul-28 00:00:00.0000,  1.256166438691112E+08,  1.216241672634255E+08, -6.135270286159430E+07,
2454676.500000000, A.D. 2008-Jul-29 00:00:00.0000,  1.232077014819061E+08,  1.215932588421934E+08, -6.155976049944999E+07,
2454677.500000000, A.D. 2008-Jul-30 00:00:00.0000,  1.208046308278529E+08,  1.215275017853837E+08, -6.176122736548316E+07,
2454678.500000000, A.D. 2008-Jul-31 00:00:00.0000,  1.184080356678316E+08,  1.214271776874231E+08, -6.195705753544915E+07,
2454679.500000000, A.D. 2008-Aug-01 00:00:00.0000,  1.160185108028720E+08,  1.212925961627047E+08, -6.214720324604598E+07,
2454680.500000000, A.D. 2008-Aug-02 00:00:00.0000,  1.136366355743283E+08,  1.211240931333437E+08, -6.233161537747234E+07,
2454681.500000000, A.D. 2008-Aug-03 00:00:00.0000,  1.112629686104652E+08,  1.209220267388593E+08, -6.251024402420852E+07,
2454682.500000000, A.D. 2008-Aug-04 00:00:00.0000,  1.088980447681016E+08,  1.206867718376163E+08, -6.268303902875444E+07,
2454683.500000000, A.D. 2008-Aug-05 00:00:00.0000,  1.065423744621314E+08,  1.204187143767766E+08, -6.284995037803447E+07,
2454684.500000000, A.D. 2008-Aug-06 00:00:00.0000,  1.041964448671163E+08,  1.201182466677553E+08, -6.301092842213348E+07,
2454685.500000000, A.D. 2008-Aug-07 00:00:00.0000,  1.018607221369425E+08,  1.197857640535707E+08, -6.316592393383723E+07,
